0	0.5345
20	0.539
40	0.537
60	0.5485
80	0.541
100	0.544
120	0.5595
140	0.563
160	0.536
180	0.568
200	0.527
220	0.518
240	0.5665
260	0.566
280	0.511
300	0.564
320	0.519
340	0.527
360	0.53
380	0.544
400	0.503
420	0.54
440	0.503
460	0.537
480	0.5605
500	0.5465
520	0.574
540	0.5675
560	0.5755
580	0.586
600	0.584
620	0.581
640	0.537
660	0.561
680	0.561
700	0.542
720	0.539
740	0.5795
760	0.594
780	0.5665
800	0.573
820	0.5775
840	0.51
860	0.5605
880	0.5665
900	0.5715
920	0.511
940	0.5695
960	0.5795
980	0.511
1000	0.6055
