0	0.5045
10	0.518
20	0.5385
30	0.648
40	0.538
50	0.598
60	0.5885
70	0.6195
80	0.6065
90	0.605
100	0.5855
110	0.6305
120	0.614
130	0.528
140	0.57
150	0.6345
160	0.574
170	0.635
180	0.577
190	0.514
200	0.64
210	0.6485
220	0.6365
230	0.64
240	0.665
250	0.657
260	0.603
270	0.574
280	0.6055
290	0.614
300	0.632
310	0.6325
320	0.619
330	0.5795
340	0.594
350	0.6065
360	0.5665
370	0.6585
380	0.6965
390	0.548
400	0.67
410	0.695
420	0.6955
430	0.537
440	0.706
450	0.606
460	0.5325
470	0.7135
480	0.655
490	0.715
500	0.686
510	0.649
520	0.637
530	0.6845
540	0.6905
550	0.5125
560	0.7165
570	0.709
580	0.652
590	0.6845
600	0.716
610	0.718
620	0.6155
630	0.7095
640	0.633
650	0.5145
660	0.707
670	0.6825
680	0.6245
690	0.674
700	0.5325
710	0.5365
720	0.7045
730	0.6985
740	0.575
750	0.6855
760	0.613
770	0.647
780	0.5315
790	0.7075
800	0.6525
810	0.709
820	0.554
830	0.6535
840	0.687
850	0.7065
860	0.702
870	0.6885
880	0.617
890	0.63
900	0.689
910	0.678
920	0.668
930	0.556
940	0.6925
950	0.6665
960	0.6365
970	0.6885
980	0.6985
990	0.6995
1000	0.559
