6	0	0.4995
9	0	0.501
1	0	0.5
2	0	0.4805
7	0	0.5045
5	0	0.517
4	0	0.5015
3	0	0.5035
8	0	0.5
0	0	0.5
6	10	0.5585
2	10	0.475
9	10	0.501
0	10	0.5005
1	10	0.5
7	10	0.518
4	10	0.528
3	10	0.582
5	10	0.5925
8	10	0.5175
6	20	0.629
9	20	0.513
7	20	0.5385
2	20	0.4865
0	20	0.5075
8	20	0.5095
1	20	0.633
3	20	0.571
4	20	0.6555
5	20	0.524
7	30	0.648
6	30	0.6525
9	30	0.534
0	30	0.5005
2	30	0.5915
8	30	0.5475
1	30	0.585
3	30	0.5565
4	30	0.647
5	30	0.5635
7	40	0.538
6	40	0.561
9	40	0.553
1	40	0.604
2	40	0.527
0	40	0.616
8	40	0.5315
3	40	0.5555
4	40	0.5255
5	40	0.5725
7	50	0.598
2	50	0.5525
0	50	0.601
9	50	0.563
1	50	0.5905
4	50	0.551
6	50	0.6225
3	50	0.605
8	50	0.5355
5	50	0.601
7	60	0.5885
9	60	0.564
2	60	0.5845
1	60	0.5315
6	60	0.5745
4	60	0.629
0	60	0.5985
3	60	0.5815
8	60	0.5405
5	60	0.6155
7	70	0.6195
9	70	0.569
2	70	0.5625
4	70	0.6625
6	70	0.6535
3	70	0.597
1	70	0.5675
0	70	0.5975
8	70	0.5685
5	70	0.5505
9	80	0.549
7	80	0.6065
6	80	0.615
2	80	0.587
1	80	0.617
3	80	0.554
0	80	0.633
4	80	0.6355
5	80	0.6395
8	80	0.5725
9	90	0.5685
2	90	0.5895
7	90	0.605
6	90	0.6085
4	90	0.6575
3	90	0.528
1	90	0.6045
0	90	0.627
8	90	0.6025
5	90	0.6535
9	100	0.5505
2	100	0.5295
7	100	0.5855
4	100	0.596
1	100	0.5945
3	100	0.569
6	100	0.5885
8	100	0.5975
0	100	0.597
5	100	0.6125
9	110	0.602
7	110	0.6305
2	110	0.58
3	110	0.5605
4	110	0.6165
1	110	0.5925
0	110	0.618
6	110	0.61
8	110	0.5475
5	110	0.6415
