0	0.4985
10	0.4955
20	0.561
30	0.621
40	0.6095
50	0.683
60	0.6735
70	0.6335
80	0.674
90	0.6865
100	0.6295
110	0.686
120	0.658
130	0.6415
140	0.642
150	0.6805
160	0.6865
170	0.616
180	0.6425
190	0.673
200	0.6755
210	0.6635
220	0.655
230	0.633
240	0.663
250	0.678
260	0.5685
270	0.6085
280	0.661
290	0.6385
300	0.6455
310	0.659
320	0.6755
330	0.6755
340	0.619
350	0.6905
360	0.668
370	0.636
380	0.655
390	0.6865
400	0.678
410	0.681
420	0.6215
430	0.6825
440	0.612
450	0.656
460	0.6775
470	0.673
480	0.685
490	0.6645
500	0.674
510	0.6835
520	0.655
530	0.69
540	0.6555
550	0.672
560	0.661
570	0.6545
580	0.68
590	0.6815
600	0.5995
610	0.6775
620	0.6785
630	0.6825
640	0.653
650	0.6435
660	0.6705
670	0.659
680	0.625
690	0.663
700	0.663
710	0.686
720	0.6855
730	0.6785
740	0.609
750	0.6885
760	0.661
770	0.668
780	0.6765
790	0.642
800	0.674
810	0.6635
820	0.651
830	0.6815
840	0.679
850	0.6845
860	0.6535
870	0.646
880	0.6835
890	0.686
900	0.678
910	0.687
920	0.678
930	0.646
940	0.679
950	0.6665
960	0.637
970	0.665
980	0.6785
990	0.6675
1000	0.6765
