0	0.5005
10	0.502
20	0.5245
30	0.5205
40	0.5215
50	0.53
60	0.5515
70	0.631
80	0.5375
90	0.5005
100	0.619
110	0.5965
120	0.653
130	0.6495
140	0.643
150	0.614
160	0.6715
170	0.6575
180	0.657
190	0.659
200	0.6755
210	0.653
220	0.6775
230	0.6675
240	0.6345
250	0.6645
260	0.648
270	0.6085
280	0.635
290	0.648
300	0.6765
310	0.6795
320	0.6885
330	0.6705
340	0.6305
350	0.6355
360	0.6495
370	0.6775
380	0.6695
390	0.6705
400	0.642
410	0.634
420	0.6755
430	0.6555
440	0.677
450	0.6825
460	0.6795
470	0.6495
480	0.6755
490	0.678
500	0.654
510	0.634
520	0.6745
530	0.6485
540	0.629
550	0.6305
560	0.6575
570	0.656
580	0.667
590	0.6145
600	0.6695
610	0.6635
620	0.6715
630	0.671
640	0.677
650	0.679
660	0.684
670	0.653
680	0.6165
690	0.673
700	0.6565
710	0.668
720	0.675
730	0.661
740	0.673
750	0.6555
760	0.689
770	0.681
780	0.686
790	0.6935
800	0.6875
810	0.67
820	0.6745
830	0.6695
840	0.6655
850	0.6825
860	0.6475
870	0.6645
880	0.655
890	0.6605
900	0.677
910	0.6705
920	0.655
930	0.67
940	0.674
950	0.6715
960	0.625
970	0.664
980	0.637
990	0.652
1000	0.659
