0	0.4995
10	0.5585
20	0.629
30	0.6525
40	0.561
50	0.6225
60	0.5745
70	0.6535
80	0.615
90	0.6085
100	0.5885
110	0.61
120	0.6265
130	0.6385
140	0.6265
150	0.6225
160	0.661
170	0.6345
180	0.6455
190	0.651
200	0.623
210	0.6405
220	0.622
230	0.66
240	0.62
250	0.6065
260	0.6275
270	0.5885
280	0.618
290	0.6535
300	0.638
310	0.6325
320	0.625
330	0.5705
340	0.6445
350	0.6415
360	0.6395
370	0.596
380	0.6145
390	0.6165
400	0.657
410	0.6405
420	0.603
430	0.614
440	0.603
450	0.607
460	0.6405
470	0.608
480	0.5995
490	0.6185
500	0.6135
510	0.596
520	0.6225
530	0.603
540	0.608
550	0.635
560	0.631
570	0.648
580	0.645
590	0.6235
600	0.6285
610	0.633
620	0.629
630	0.625
640	0.6245
650	0.5975
660	0.6075
670	0.6345
680	0.639
690	0.6345
700	0.634
710	0.6085
720	0.6085
730	0.626
740	0.633
750	0.63
760	0.6115
770	0.6275
780	0.6385
790	0.6235
800	0.64
810	0.6215
820	0.634
830	0.6355
830	0.6355
840	0.588
850	0.626
860	0.6575
870	0.64
880	0.611
890	0.601
900	0.623
920	0.612
930	0.614
940	0.6035
950	0.604
960	0.627
970	0.6095
980	0.6225
990	0.616
1000	0.61
