0	0.499	
10	0.864	
20	0.93	
30	0.9255	
40	0.9285	
50	0.9255	
60	0.924	
70	0.9265	
80	0.9255	
90	0.933	
100	0.9325	
110	0.9345	
120	0.9185	
130	0.9325	
140	0.9355	
150	0.9275	
160	0.9305	
170	0.937	
180	0.9375	
190	0.938	
200	0.937	
210	0.937	
220	0.9375	
230	0.9375	
240	0.938	
250	0.9385	
260	0.9385	
270	0.9385	
280	0.938	
290	0.9295	
300	0.9375	
310	0.94	
320	0.935	
330	0.914	
340	0.9375	
350	0.9235	
360	0.939	
370	0.9355	
380	0.9395	
390	0.938	
400	0.937	
410	0.915	
420	0.92	
430	0.8385	
440	0.936	
450	0.919	
460	0.939	
470	0.8855	
480	0.9295	
490	0.933	
500	0.9385	
510	0.933	
520	0.941	
530	0.9215	
540	0.9385	
550	0.935	
560	0.941	
570	0.899	
580	0.8335	
590	0.923	
600	0.8855	
610	0.9395	
620	0.9315	
630	0.9165	
640	0.9335	
650	0.938	
660	0.9145	
670	0.932	
680	0.9385	
690	0.939	
700	0.9145	
710	0.939	
720	0.9405	
730	0.9375	
740	0.9185	
750	0.939	
760	0.939	
770	0.931	
780	0.928	
790	0.9375	
800	0.936	
810	0.9375	
820	0.9385	
830	0.9385	
840	0.937	
850	0.9375	
860	0.9005	
870	0.928	
880	0.9345	
890	0.908	
900	0.936	
910	0.9335	
920	0.939	
930	0.936	
940	0.941	
950	0.936	
960	0.9375	
970	0.937	
980	0.9315	
990	0.935	
1000	0.937	
