0	0.5005
10	0.514
20	0.5005
30	0.5055
40	0.545
50	0.5495
60	0.5755
70	0.612
80	0.573
90	0.589
100	0.599
110	0.6195
120	0.6185
130	0.623
140	0.62
150	0.6025
160	0.5935
170	0.6555
180	0.651
190	0.543
200	0.6115
210	0.648
220	0.6085
230	0.5595
240	0.666
250	0.6515
260	0.641
270	0.597
280	0.6365
290	0.651
300	0.598
310	0.684
320	0.653
330	0.651
340	0.6075
350	0.678
360	0.6745
370	0.597
380	0.665
390	0.6765
400	0.6325
410	0.5325
420	0.648
430	0.672
440	0.674
450	0.619
460	0.658
470	0.6815
480	0.667
490	0.674
500	0.698
510	0.675
520	0.644
530	0.5855
540	0.662
550	0.7095
560	0.7075
570	0.705
580	0.6735
590	0.601
600	0.598
610	0.6155
620	0.6525
630	0.6885
640	0.6865
650	0.6885
660	0.5915
670	0.6525
680	0.6885
690	0.6695
700	0.7055
710	0.6765
720	0.54
730	0.5875
740	0.542
750	0.6055
760	0.6555
770	0.6465
780	0.6965
790	0.62
800	0.627
810	0.6715
820	0.637
830	0.6085
840	0.6435
850	0.672
860	0.6825
870	0.6355
880	0.676
890	0.617
900	0.6865
910	0.704
920	0.706
930	0.678
940	0.6285
950	0.6385
960	0.6825
970	0.5565
980	0.6235
990	0.7
1000	0.631
