0	0.4915
10	0.5
20	0.4995
30	0.498
40	0.5
50	0.5005
60	0.5895
70	0.5415
80	0.6105
90	0.587
100	0.5165
110	0.5065
120	0.521
130	0.6095
140	0.5365
150	0.5095
160	0.505
170	0.501
180	0.503
190	0.503
200	0.5075
210	0.516
220	0.518
230	0.5255
240	0.652
250	0.653
260	0.6615
270	0.592
280	0.553
290	0.5365
300	0.554
310	0.504
320	0.503
330	0.5375
340	0.595
350	0.6515
360	0.66
370	0.671
380	0.6745
390	0.6655
400	0.632
410	0.5765
420	0.5845
430	0.651
440	0.6645
450	0.6525
460	0.6675
470	0.6385
480	0.635
490	0.6565
500	0.645
510	0.6085
520	0.622
530	0.582
540	0.535
550	0.556
560	0.636
570	0.6535
580	0.547
590	0.576
600	0.6425
610	0.667
620	0.6685
630	0.666
640	0.661
650	0.5895
660	0.6045
670	0.6475
680	0.6045
690	0.6035
700	0.6385
710	0.5635
720	0.6445
730	0.6575
740	0.637
750	0.634
760	0.6725
770	0.657
780	0.5595
790	0.5395
800	0.505
810	0.514
820	0.5945
830	0.633
840	0.5595
850	0.575
860	0.599
870	0.657
880	0.6355
890	0.621
900	0.629
910	0.653
920	0.6085
930	0.6415
940	0.666
950	0.5895
960	0.6235
970	0.595
980	0.568
990	0.5215
1000	0.663
