0	0.5005
10	0.5055
20	0.4995
30	0.8885
40	0.9145
50	0.7655
60	0.8405
70	0.9285
80	0.908
90	0.913
100	0.8985
110	0.9295
120	0.926
130	0.9225
140	0.92
150	0.9195
160	0.93
170	0.9325
180	0.9255
190	0.9095
200	0.8835
210	0.8625
220	0.8835
230	0.889
240	0.882
250	0.8875
260	0.887
270	0.8915
280	0.9055
290	0.908
300	0.9065
310	0.8815
320	0.886
330	0.8825
340	0.895
350	0.9
360	0.902
370	0.9025
380	0.9
390	0.893
400	0.9025
410	0.891
420	0.898
430	0.906
440	0.9025
450	0.903
460	0.892
470	0.904
480	0.9075
490	0.9035
500	0.911
510	0.91
520	0.912
530	0.9105
540	0.885
550	0.91
560	0.9115
570	0.9095
580	0.912
590	0.908
600	0.9105
610	0.9115
620	0.907
630	0.9085
640	0.8965
650	0.9045
660	0.8575
670	0.9035
680	0.908
690	0.9
700	0.9075
710	0.903
720	0.914
730	0.91
740	0.9095
750	0.9125
760	0.916
770	0.9125
780	0.909
790	0.913
800	0.9135
810	0.9065
820	0.9095
830	0.9135
840	0.917
850	0.9145
860	0.91
870	0.91
880	0.906
890	0.9115
900	0.892
910	0.916
920	0.9085
930	0.9105
940	0.9135
950	0.9095
960	0.914
970	0.8935
980	0.918
990	0.913
1000	0.905
