0	0.4785
10	0.893
20	0.6685
30	0.803
40	0.8875
50	0.9165
60	0.9175
70	0.915
80	0.9085
90	0.914
100	0.916
110	0.9055
120	0.9125
130	0.908
140	0.9035
150	0.9135
160	0.911
170	0.9145
180	0.9135
190	0.9085
200	0.915
210	0.913
220	0.9085
230	0.913
240	0.912
250	0.9095
260	0.912
270	0.916
280	0.915
290	0.907
300	0.9075
310	0.916
320	0.912
330	0.9015
340	0.907
350	0.907
360	0.9185
370	0.9055
380	0.914
390	0.907
400	0.9085
410	0.916
420	0.9125
430	0.916
440	0.9115
450	0.906
460	0.912
470	0.9115
480	0.9145
490	0.9125
500	0.9095
510	0.9085
520	0.9115
530	0.912
540	0.9165
550	0.92
560	0.9105
570	0.9165
580	0.919
590	0.9125
600	0.9175
610	0.9165
620	0.9155
630	0.9125
640	0.9155
650	0.91
660	0.912
670	0.9115
680	0.9135
690	0.894
700	0.8975
710	0.909
720	0.9125
730	0.9115
740	0.915
750	0.911
760	0.909
770	0.912
780	0.9185
790	0.9105
800	0.9075
810	0.9005
820	0.904
830	0.9145
840	0.912
850	0.9095
860	0.915
870	0.9065
880	0.9065
890	0.903
900	0.911
910	0.9165
920	0.918
930	0.9115
940	0.902
950	0.902
960	0.915
970	0.9175
980	0.915
990	0.9125
1000	0.9115
