0	0.498
10	0.502
20	0.511
30	0.649
40	0.871
50	0.8075
60	0.9235
70	0.892
80	0.888
90	0.932
100	0.935
110	0.897
120	0.928
130	0.931
140	0.9345
150	0.9405
160	0.9395
170	0.9015
180	0.9385
190	0.9275
200	0.941
210	0.913
220	0.9365
230	0.9385
240	0.831
250	0.9435
260	0.9235
270	0.931
280	0.941
290	0.9475
300	0.9425
310	0.9405
320	0.9355
330	0.8505
340	0.937
350	0.9045
360	0.941
370	0.9425
380	0.929
390	0.9325
400	0.936
410	0.9395
420	0.936
430	0.9415
440	0.901
450	0.939
460	0.888
470	0.883
480	0.94
490	0.9265
500	0.9495
510	0.9465
520	0.947
530	0.9465
540	0.7495
550	0.935
560	0.944
570	0.931
580	0.942
590	0.9375
600	0.9445
610	0.9445
620	0.936
630	0.939
640	0.926
650	0.926
660	0.842
670	0.9285
680	0.936
690	0.8455
700	0.88
710	0.9375
720	0.9365
730	0.943
740	0.9375
750	0.9365
760	0.9415
770	0.943
780	0.917
790	0.9415
800	0.9475
810	0.9365
820	0.937
830	0.9235
840	0.9435
850	0.9455
860	0.9195
870	0.942
880	0.9415
890	0.924
900	0.936
910	0.9435
920	0.9225
930	0.942
940	0.941
950	0.935
960	0.9395
970	0.8435
980	0.939
990	0.944
1000	0.9145
